Trait	Marker	Chr	Pos	marker_F	p	marker_Rsq	add_F	add_p	dom_F	dom_p	marker_df	marker_MS	error_df	error_MS	model_df	model_MS	minorObs
CotColor	ss715579338	phavu.Chr02	4042298	0.86	0.42344	0.0012	0.67993	0.40979	1.04004	0.30803	2	1355.11202	1115	1575.72053	8	61953.12573	126
CotColor	ss715579343	phavu.Chr02	4062705	0.67111	0.51135	9.4086E-4	1.22054	0.26949	0.12263	0.72627	2	1059.87996	1115	1579.30543	8	61509.11451	104
CotColor	ss715579345	phavu.Chr02	4067425	0.58887	0.55512	8.2131E-4	0.68685	0.40742	0.49121	0.48353	2	928.18795	1119	1576.20932	8	62059.43977	102
CotColor	ss715579347	phavu.Chr02	4070365	0.86744	0.35187	6.0847E-4	0.86744	0.35187	NaN	NaN	1	1370.30264	1116	1579.71245	7	69870.35353	106
CotColor	ss715579351	phavu.Chr02	4075049	1.26937	0.28141	0.00178	0.76549	0.3818	1.77272	0.18332	2	2001.24684	1115	1576.56758	8	61801.14332	102
CotColor	ss715579353	phavu.Chr02	4078329	0.69173	0.50093	9.6878E-4	0.27802	0.5981	1.1054	0.29331	2	1088.71297	1113	1573.90831	8	61979.56404	234
CotColor	ss715579357	phavu.Chr02	4093842	1.19561	0.30291	0.00167	2.26022	0.13302	0.13275	0.71566	2	1881.07731	1117	1573.32306	8	62339.22906	103
CotColor	ss715579360	phavu.Chr02	4101961	0.34422	0.70884	4.816E-4	0.37509	0.54037	0.31359	0.5756	2	543.39458	1117	1578.60321	8	61667.93042	73
CotColor	ss715579362	phavu.Chr02	4105666	0.22199	0.80095	3.1146E-4	0.42607	0.51406	0.0183	0.89243	2	350.30164	1114	1577.9724	8	61444.28467	72
CotColor	ss715579364	phavu.Chr02	4111294	8.49562	2.1785E-4	0.0117	14.54963	1.4398E-4	2.42311	0.11984	2	13212.71113	1118	1555.23828	8	64914.12065	182
CotColor	ss715579365	phavu.Chr02	4112838	7.42516	6.259E-4	0.01023	14.33591	1.6103E-4	0.52054	0.47076	2	11562.47138	1119	1557.20256	8	64718.01063	182
CotColor	ss715579368	phavu.Chr02	4117729	0.27821	0.75719	3.8955E-4	0.30068	0.58357	0.25594	0.61303	2	439.38336	1117	1579.3463	8	61467.06094	72
CotColor	ss715579372	phavu.Chr02	4129901	2.24473	0.10643	0.00313	1.51317	0.21891	2.97361	0.08491	2	3528.09276	1117	1571.72555	8	62601.28442	289
CotColor	ss715579375	phavu.Chr02	4136807	8.51777	2.1313E-4	0.01171	15.11426	1.0714E-4	1.90902	0.16735	2	13238.38614	1119	1554.20718	8	65136.98932	216
CotColor	ss715579377	phavu.Chr02	4140959	16.20472	6.0679E-5	0.01115	16.20472	6.0679E-5	NaN	NaN	1	25177.70439	1119	1553.72662	7	74251.54625	208
CotColor	ss715579379	phavu.Chr02	4142416	11.97387	7.1569E-6	0.01639	23.8895	1.169E-6	0.07792	0.78019	2	18511.02671	1118	1545.95217	8	66224.69313	252
CotColor	ss715579385	phavu.Chr02	4164360	10.0078	4.926E-5	0.01389	9.98412	0.00162	9.95082	0.00165	2	15527.33621	1107	1551.52394	8	64732.69148	545
CotColor	ss715579386	phavu.Chr02	4166554	6.53026	0.00152	0.00909	11.93468	5.7181E-4	1.1245	0.28918	2	10180.91195	1108	1559.03554	8	64016.1381	471
CotColor	ss715579400	phavu.Chr02	4208905	0.13845	0.87072	1.9326E-4	0.27516	0.59999	0.00199	0.96444	2	218.4054	1119	1577.47792	8	61881.99413	59
CotColor	ss715579408	phavu.Chr02	4230585	7.46319	6.03E-4	0.01037	14.74024	1.3033E-4	0.19677	0.65743	2	11654.86465	1113	1561.64661	8	63711.13243	265
CotColor	ss715579410	phavu.Chr02	4235320	9.25636	1.0304E-4	0.01277	18.31487	2.0331E-5	0.2108	0.64623	2	14379.53348	1115	1553.47629	8	65003.64914	282
CotColor	ss715579412	phavu.Chr02	4241138	1.66887	0.18893	0.00234	0.23666	0.62673	3.10064	0.07854	2	2632.25226	1116	1577.26672	8	61795.15952	415
CotColor	ss715579428	phavu.Chr02	4286525	4.29052	0.01392	0.00596	1.6779	0.19547	6.89427	0.00877	2	6709.21711	1114	1563.73072	8	63498.00163	459
CotColor	ss715579430	phavu.Chr02	4289439	0.18336	0.8325	2.5672E-4	0.0139	0.90616	0.35282	0.55264	2	289.24627	1116	1577.51478	8	61606.27039	428
CotColor	ss715579432	phavu.Chr02	4297976	4.90427	0.00758	0.0068	9.81605	0.00177	0.00125	0.97183	2	7677.71777	1118	1565.51755	8	63498.26726	455
CotColor	ss715579436	phavu.Chr02	4306329	1.62248	0.19788	0.00229	1.49371	0.2219	1.75023	0.18612	2	2560.2531	1108	1577.9893	8	60940.09146	175
CotColor	ss715579441	phavu.Chr02	4312808	1.18016	0.30762	0.00169	2.31534	0.12839	0.04699	0.82843	2	1861.88414	1094	1577.66019	8	60332.52789	182
CotColor	ss715579451	phavu.Chr02	4336306	2.19462	0.11188	0.00308	3.65664	0.0561	0.73348	0.39194	2	3446.39209	1109	1570.37947	8	62280.40311	166
CotColor	ss715579455	phavu.Chr02	4346447	0.31484	0.72997	4.412E-4	0.28189	0.59557	0.34795	0.55539	2	497.19615	1116	1579.21428	8	61425.92676	82
CotColor	ss715579461	phavu.Chr02	4360884	8.69359	1.794E-4	0.01212	15.76165	7.6482E-5	1.61673	0.20382	2	13530.31489	1105	1556.35575	8	64041.19256	133
CotColor	ss715579464	phavu.Chr02	4366543	0.81379	0.3672	5.6718E-4	0.81379	0.3672	NaN	NaN	1	1281.97811	1120	1575.31485	7	70843.01719	1
CotColor	ss715579468	phavu.Chr02	4374694	0.58318	0.55829	8.1713E-4	1.16738	0.28017	3.5184E-5	0.99527	2	919.11635	1113	1576.03738	8	61934.70998	293
CotColor	ss715579472	phavu.Chr02	4387206	1.94521	0.14348	0.0029	1.11525	0.29119	2.77327	0.09615	2	3047.73012	1036	1566.78708	8	59408.10929	298
CotColor	ss715579475	phavu.Chr02	4394511	0.6271	0.53433	8.7669E-4	0.0542	0.81596	1.2	0.27356	2	985.43589	1113	1571.40793	8	62388.21929	303
CotColor	ss715579481	phavu.Chr02	4408827	0.62235	0.53687	8.7329E-4	0.74613	0.38789	0.49891	0.48013	2	981.73104	1113	1577.44753	8	61581.91261	320
CotColor	ss715579489	phavu.Chr02	4432428	0.54147	0.58204	7.5832E-4	0.4078	0.52322	0.67527	0.4114	2	853.83288	1115	1576.86774	8	61714.05374	88
CotColor	ss715579491	phavu.Chr02	4439120	1.16592	0.31202	0.00162	1.76106	0.18476	0.57145	0.44984	2	1835.83627	1119	1574.58707	8	62286.35185	12
CotColor	ss715579493	phavu.Chr02	4442795	1.13984	0.32024	0.00159	1.16616	0.28042	1.1134	0.29157	2	1796.70198	1117	1576.27526	8	61982.38686	9
CotColor	ss715579499	phavu.Chr02	4459620	2.99332	0.05053	0.00421	2.19103	0.1391	3.79009	0.05181	2	4698.20923	1105	1569.56297	8	62339.46067	233
CotColor	ss715579501	phavu.Chr02	4464958	1.03812	0.35446	0.00145	2.01696	0.15583	0.06096	0.80503	2	1634.9763	1119	1574.94607	8	62236.13686	230
CotColor	ss715579503	phavu.Chr02	4467252	1.08254	0.33909	0.00151	2.13761	0.14401	0.02934	0.86403	2	1700.63227	1117	1570.95861	8	62613.01495	236
CotColor	ss715579505	phavu.Chr02	4473179	1.25793	0.28464	0.00175	2.08754	0.14878	0.42938	0.51243	2	1978.90684	1117	1573.14359	8	62324.12589	229
CotColor	ss715579508	phavu.Chr02	4480272	2.11289	0.12137	0.00294	3.30295	0.06942	0.92307	0.33688	2	3321.32708	1119	1571.93204	8	62657.72455	270
CotColor	ss715579509	phavu.Chr02	4482461	1.40457	0.24591	0.00196	0.80656	0.36933	2.00186	0.15739	2	2210.2889	1117	1573.6388	8	62292.62224	117
CotColor	ss715579515	phavu.Chr02	4496361	10.20381	4.0604E-5	0.01405	20.28878	7.3583E-6	0.13456	0.71382	2	15838.78656	1116	1552.24222	8	65316.99484	459
CotColor	ss715579521	phavu.Chr02	4510338	0.51556	0.59731	7.2046E-4	0.35964	0.54883	0.67158	0.41267	2	813.40231	1118	1577.70504	8	61767.24477	84
CotColor	ss715579526	phavu.Chr02	4536567	0.03479	0.85207	2.4327E-5	0.03479	0.85207	NaN	NaN	1	54.89968	1118	1578.01661	7	70353.22488	93
CotColor	ss715579527	phavu.Chr02	4537674	0.00359	0.99642	5.0637E-6	0.0057	0.93986	0.00149	0.96926	2	5.6808	1110	1583.37159	8	60773.26834	364
CotColor	ss715579529	phavu.Chr02	4539492	1.6193	0.1985	0.00226	0.003	0.95635	3.23559	0.07233	2	2542.99889	1114	1570.43484	8	62564.11017	451
CotColor	ss715579530	phavu.Chr02	4540937	0.37942	0.68435	5.3214E-4	0.0156	0.90062	0.74324	0.38881	2	597.72732	1112	1575.37913	8	61833.83629	366
CotColor	ss715579536	phavu.Chr02	4554193	0.67852	0.50758	9.5222E-4	0.70985	0.39968	0.64742	0.42121	2	1068.50737	1111	1574.75809	8	61835.219	100
CotColor	ss715579545	phavu.Chr02	4576595	5.23538	0.00546	0.00725	9.61885	0.00197	0.85318	0.35586	2	8186.32514	1117	1563.65488	8	63809.42916	313
CotColor	ss715579548	phavu.Chr02	4587081	0.31149	0.73242	4.3613E-4	0.40965	0.52228	0.21362	0.64404	2	490.69011	1114	1575.29681	8	61912.15343	3
CotColor	ss715579551	phavu.Chr02	4600480	10.00199	4.9546E-5	0.01387	19.93578	8.8285E-6	0.08469	0.7711	2	15493.80817	1106	1549.07187	8	65120.73448	464
CotColor	ss715579554	phavu.Chr02	4604586	11.00231	1.8553E-5	0.01514	20.78272	5.7136E-6	1.21784	0.27002	2	17008.25885	1112	1545.88023	8	66018.35048	474
CotColor	ss715579559	phavu.Chr02	4617792	7.30709	7.0335E-4	0.01008	14.62686	1.3828E-4	4.1083E-4	0.98383	2	11361.41719	1116	1554.84821	8	64798.22887	554
CotColor	ss715579566	phavu.Chr02	4637369	0.24246	0.78474	3.3849E-4	0.29921	0.58449	0.18593	0.66641	2	382.15398	1118	1576.1602	8	61979.86036	109
CotColor	ss715579567	phavu.Chr02	4639482	1.62848	0.19669	0.00227	2.43872	0.11866	0.81864	0.36577	2	2560.40899	1118	1572.26671	8	62523.28468	464
CotColor	ss715579571	phavu.Chr02	4650267	0.72101	0.48649	0.00101	0.6488	0.42071	0.79333	0.37329	2	1136.18957	1119	1575.83756	8	62111.44017	107
CotColor	ss715579573	phavu.Chr02	4656361	2.05723	0.12829	0.00289	3.65322	0.05622	0.46301	0.49636	2	3245.07826	1113	1577.39982	8	61552.47722	454
CotColor	ss715579575	phavu.Chr02	4657790	1.97125	0.13977	0.00275	3.41432	0.0649	0.52962	0.46692	2	3092.02835	1114	1568.56505	8	62774.595	460
CotColor	ss715579578	phavu.Chr02	4664561	1.51251	0.22081	0.00213	2.97244	0.08497	0.0551	0.81446	2	2383.33271	1110	1575.75128	8	61453.54027	450
CotColor	ss715579585	phavu.Chr02	4676326	4.46299	0.01173	0.00623	7.81965	0.00526	1.10559	0.29327	2	6999.37387	1113	1568.31526	8	62814.15582	259
CotColor	ss715579595	phavu.Chr02	4681959	3.65499	0.02617	0.00507	6.08056	0.01382	1.22818	0.268	2	5729.65982	1119	1567.6276	8	63259.80774	264
CotColor	ss715579600	phavu.Chr02	4684460	4.31331	0.01361	0.00602	6.23919	0.01264	2.37967	0.12321	2	6742.33706	1109	1563.14663	8	63327.40251	367
CotColor	ss715579636	phavu.Chr02	4716654	0.63613	0.52953	8.8773E-4	0.75732	0.38435	0.51528	0.47301	2	1002.50259	1118	1575.92945	8	62085.44027	145
CotColor	ss715579672	phavu.Chr02	4742194	2.7835	0.06226	0.00393	0.00516	0.94273	5.56181	0.01853	2	4372.93356	1102	1571.02254	8	61864.70211	243
CotColor	ss715579689	phavu.Chr02	4748809	0.69037	0.50161	9.701E-4	0.53991	0.46263	0.84091	0.35934	2	1085.41228	1108	1572.21558	8	61963.39799	290
CotColor	ss715579712	phavu.Chr02	4762149	0.02885	0.97157	4.0301E-5	0.02439	0.87594	0.03333	0.85517	2	45.51131	1118	1577.64142	8	61846.19245	288
CotColor	ss715579718	phavu.Chr02	4773298	1.08835	0.33713	0.00152	1.46047	0.22711	0.7166	0.39744	2	1714.41786	1118	1575.24471	8	62201.8361	208
CotColor	ss715579721	phavu.Chr02	4781005	0.99525	0.36996	0.00139	1.95763	0.16204	0.03457	0.85253	2	1568.84414	1118	1576.32394	8	61996.93199	204
CotColor	ss715579727	phavu.Chr02	4789563	12.37301	4.8455E-6	0.01702	24.52455	8.4711E-7	0.23825	0.62557	2	19133.22578	1113	1546.36771	8	65887.07534	259
CotColor	ss715579734	phavu.Chr02	4798023	10.54811	2.8956E-5	0.01451	20.72583	5.8799E-6	0.38185	0.53674	2	16361.87911	1117	1551.16685	8	65402.91658	263
CotColor	ss715579736	phavu.Chr02	4799896	10.92867	1.9933E-5	0.01502	20.52759	6.5091E-6	1.32381	0.25016	2	16939.4578	1117	1550.00119	8	65608.62799	274
CotColor	ss715579784	phavu.Chr02	4830227	2.70274	0.10046	0.00188	2.70274	0.10046	NaN	NaN	1	4250.49616	1120	1572.66438	7	71267.0912	3
CotColor	ss715579835	phavu.Chr02	4857737	4.27874	0.01409	0.00594	7.0528	0.00803	1.50151	0.2207	2	6688.97463	1115	1563.30452	8	63590.39794	246
CotColor	ss715579844	phavu.Chr02	4862397	3.7567	0.02366	0.00522	7.46404	0.00639	0.05566	0.81353	2	5892.07616	1118	1568.41821	8	63105.54188	207
CotColor	ss715579846	phavu.Chr02	4863611	3.62344	0.027	0.00503	7.11811	0.00774	0.13428	0.7141	2	5673.55847	1118	1565.7931	8	63396.1743	207
CotColor	ss715579850	phavu.Chr02	4865275	4.75812	0.00876	0.00661	9.06698	0.00266	0.45369	0.50073	2	7451.4761	1117	1566.05516	8	63378.59768	206
CotColor	ss715579855	phavu.Chr02	4868612	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN	1098	1604.74476	6	74490.31044	0
CotColor	ss715579885	phavu.Chr02	4888243	6.37472	0.00177	0.0088	12.72737	3.7557E-4	0.03306	0.85576	2	9945.15905	1119	1560.0932	8	64313.68254	188
CotColor	ss715579892	phavu.Chr02	4893026	0.81379	0.3672	5.6718E-4	0.81379	0.3672	NaN	NaN	1	1281.97811	1120	1575.31485	7	70843.01719	1
CotColor	ss715579900	phavu.Chr02	4895615	0.81379	0.3672	5.6718E-4	0.81379	0.3672	NaN	NaN	1	1281.97811	1120	1575.31485	7	70843.01719	1
CotColor	ss715579934	phavu.Chr02	4934180	3.75825	0.02362	0.00523	7.38192	0.00669	0.14026	0.70809	2	5894.08406	1116	1568.30678	8	62941.39271	247
CotColor	ss715579935	phavu.Chr02	4937188	5.98623	0.00259	0.00832	11.88342	5.875E-4	0.09866	0.7535	2	9358.39838	1113	1563.3199	8	63554.80665	232
CotColor	ss715579947	phavu.Chr02	4948161	2.11175	0.12151	0.00295	3.80818	0.05125	0.4173	0.51842	2	3318.69677	1115	1571.54206	8	62500.42067	270
CotColor	ss715579960	phavu.Chr02	4955131	6.19261	0.00212	0.00857	12.28838	4.7385E-4	0.10666	0.74405	2	9666.05486	1117	1560.90251	8	64101.24535	236
CotColor	ss715579984	phavu.Chr02	4965066	7.21135	7.7328E-4	0.01005	12.75204	3.7085E-4	1.66305	0.19746	2	11252.46999	1109	1560.38252	8	63680.29669	228
CotColor	ss715579999	phavu.Chr02	4976569	2.49211	0.0832	0.00348	4.55572	0.03303	0.43082	0.51172	2	3914.82111	1115	1570.8866	8	62598.29846	265
CotColor	ss715580002	phavu.Chr02	4978353	2.32076	0.09867	0.00323	4.64548	0.03135	1.9293E-4	0.98892	2	3645.58906	1116	1570.86275	8	62609.4251	265
CotColor	ss715580026	phavu.Chr02	4993000	1.63824	0.19479	0.00229	2.84701	0.09182	0.43091	0.51168	2	2576.76709	1116	1572.89144	8	62413.13689	273
CotColor	ss715580033	phavu.Chr02	4997757	1.87337	0.15409	0.00261	3.74707	0.05315	0.00301	0.95623	2	2948.69671	1118	1574.0028	8	62329.59312	266
CotColor	ss715580049	phavu.Chr02	5013686	37.54334	1.6691E-16	0.0494	68.65834	3.3388E-16	6.11266	0.01357	2	55464.68061	1111	1477.35083	8	75503.94413	192
CotColor	ss715580115	phavu.Chr02	5066554	6.78911	0.00117	0.0095	10.66165	0.00113	2.89808	0.08897	2	10491.61938	1094	1545.36093	8	64786.57748	237
CotColor	ss715580191	phavu.Chr02	5132918	8.97971	1.3526E-4	0.01238	17.86056	2.5707E-5	0.11303	0.73679	2	13966.41594	1117	1555.33098	8	64832.79947	232
CotColor	ss715580195	phavu.Chr02	5137766	11.35623	1.3109E-5	0.01554	22.2587	2.6843E-6	0.46444	0.4957	2	17507.51547	1116	1541.66579	8	66620.42349	412
CotColor	ss715580207	phavu.Chr02	5149033	13.72968	1.2868E-6	0.01882	25.07219	6.4141E-7	2.35669	0.12503	2	21192.00794	1115	1543.51846	8	66433.01372	410
CotColor	ss715580229	phavu.Chr02	5166143	12.98994	2.6494E-6	0.01773	25.93446	4.1425E-7	0.06707	0.7957	2	20006.30315	1117	1540.13811	8	67004.19397	417
CotColor	ss715580248	phavu.Chr02	5181297	13.09138	2.3994E-6	0.0179	25.67815	4.7166E-7	0.51574	0.47282	2	20192.66167	1117	1542.43954	8	66595.07252	417
CotColor	ss715580278	phavu.Chr02	5200744	12.30201	5.1916E-6	0.01684	24.62602	8.0417E-7	1.986E-5	0.99645	2	19005.26869	1117	1544.89192	8	66363.42775	218
CotColor	ss715580285	phavu.Chr02	5203935	11.1357	1.628E-5	0.01531	22.25884	2.6855E-6	0.03193	0.85822	2	17184.75791	1111	1543.21364	8	66342.2424	405
CotColor	ss715580293	phavu.Chr02	5206197	11.83881	8.1697E-6	0.01622	23.61699	1.343E-6	0.08008	0.77725	2	18303.58222	1117	1546.06543	8	66163.80502	216
CotColor	ss715580319	phavu.Chr02	5215085	11.83478	8.2011E-6	0.01621	23.68114	1.2997E-6	0.00939	0.92283	2	18302.61626	1118	1546.51058	8	66154.49188	218
CotColor	ss715580323	phavu.Chr02	5219984	12.77074	3.2824E-6	0.01749	25.38363	5.4757E-7	0.17655	0.67443	2	19735.26555	1117	1545.35006	8	66249.79809	205
CotColor	ss715580349	phavu.Chr02	5251363	11.72531	9.1282E-6	0.01603	23.09088	1.7552E-6	0.37268	0.54167	2	18121.23352	1119	1545.48002	8	66357.70116	449
CotColor	ss715580351	phavu.Chr02	5252546	11.72256	9.1548E-6	0.01606	23.41731	1.4867E-6	0.04775	0.82707	2	18108.83119	1117	1544.78493	8	66283.95021	443
CotColor	ss715580360	phavu.Chr02	5261279	11.46831	1.175E-5	0.0158	22.9051	1.9311E-6	0.05105	0.82129	2	17748.68722	1112	1547.62874	8	65748.33277	437
CotColor	ss715580393	phavu.Chr02	5286729	0.66659	0.51366	9.3158E-4	0.79593	0.3725	0.53757	0.4636	2	1049.89747	1116	1575.03779	8	62033.20074	319
CotColor	ss715580423	phavu.Chr02	5313416	10.98815	1.8807E-5	0.01509	21.97638	3.1009E-6	0.01924	0.88971	2	17001.15937	1115	1547.22659	8	65943.54676	443
CotColor	ss715580437	phavu.Chr02	5338663	0.52979	0.58888	7.3991E-4	0.08309	0.77321	0.97649	0.32328	2	834.88922	1117	1575.88971	8	62057.753	4
CotColor	ss715580526	phavu.Chr02	5434257	11.07332	1.7295E-5	0.01518	18.70002	1.6662E-5	3.40639	0.06521	2	17138.50813	1118	1547.73037	8	66039.06722	144
CotColor	ss715580578	phavu.Chr02	5466375	1.49997	0.22359	0.00209	2.91976	0.08778	0.08258	0.77388	2	2358.89179	1118	1572.624	8	62474.04482	557
CotColor	ss715580702	phavu.Chr02	5568956	16.59071	7.9394E-8	0.02254	33.09134	1.1344E-8	0.11626	0.73319	2	25410.70097	1116	1531.62256	8	68131.90019	534
CotColor	ss715580735	phavu.Chr02	5611496	9.34533	9.4397E-5	0.01284	17.79575	2.6583E-5	0.89655	0.34391	2	14485.02227	1117	1549.97441	8	65606.55606	129
CotColor	ss715580736	phavu.Chr02	5647261	8.72915	1.7313E-4	0.01205	17.47287	3.1425E-5	0.00107	0.97385	2	13558.07376	1114	1553.19556	8	65077.73679	125
CotColor	ss715580740	phavu.Chr02	5729824	0.32392	0.72338	4.5366E-4	0.64151	0.42333	0.0069	0.93382	2	511.41778	1116	1578.83436	8	61581.24845	317
CotColor	ss715580742	phavu.Chr02	5790654	8.07537	3.3002E-4	0.01151	15.35294	9.4709E-5	0.8006	0.37111	2	12718.53502	1094	1574.9781	8	60898.11297	238
CotColor	ss715580746	phavu.Chr02	5901905	7.62415	5.1434E-4	0.01051	14.27815	1.66E-4	0.97054	0.32476	2	11869.48514	1118	1556.82651	8	64775.97244	122
CotColor	ss715580747	phavu.Chr02	5949964	3.03513	0.04847	0.00423	5.98576	0.01458	0.08937	0.76504	2	4768.32681	1117	1571.04728	8	62711.48439	290
CotColor	ss715580749	phavu.Chr02	5987459	12.14754	6.0457E-6	0.01678	21.33027	4.3185E-6	2.9277	0.08735	2	18767.20442	1107	1544.93856	8	65744.76286	224
CotColor	ss715580752	phavu.Chr02	6052262	13.69193	1.3375E-6	0.0189	25.55144	5.039E-7	1.81358	0.17836	2	21054.5884	1103	1537.73726	8	66477.25669	215
CotColor	ss715580754	phavu.Chr02	6106278	15.48782	2.3186E-7	0.02108	28.43015	1.1746E-7	2.50721	0.11361	2	23798.33829	1118	1536.58387	8	67498.75065	211
CotColor	ss715580757	phavu.Chr02	6193699	9.14376	1.1514E-4	0.01265	18.15884	2.2042E-5	0.14266	0.70572	2	14198.43693	1112	1552.80114	8	64840.29739	109
CotColor	ss715580758	phavu.Chr02	6241916	9.50177	8.0983E-5	0.01322	15.37645	9.3479E-5	3.59119	0.05835	2	14802.37463	1109	1557.855	8	64014.47323	109
CotColor	ss715580759	phavu.Chr02	6285536	12.68396	3.574E-6	0.01736	25.11	6.2922E-7	0.27424	0.6006	2	19556.12924	1115	1541.80056	8	66665.61652	218
CotColor	ss715580763	phavu.Chr02	6389953	9.24448	1.0423E-4	0.01272	18.49934	1.848E-5	0.00606	0.93799	2	14361.54349	1118	1553.52629	8	65165.87258	109
CotColor	ss715580764	phavu.Chr02	6428467	9.48338	8.2402E-5	0.01302	18.95264	1.4626E-5	0.03053	0.86133	2	14714.12338	1119	1551.56958	8	65505.92363	109
CotColor	ss715580766	phavu.Chr02	6512082	13.51026	1.5939E-6	0.01851	25.52844	5.0889E-7	1.48109	0.22386	2	20863.81957	1116	1544.2945	8	66372.23689	214
CotColor	ss715580767	phavu.Chr02	6538586	1.35161	0.25925	0.00188	2.34493	0.12597	0.35962	0.54884	2	2127.51731	1119	1574.06575	8	62359.27211	2
CotColor	ss715580769	phavu.Chr02	6613885	10.47975	3.0987E-5	0.01451	20.83391	5.5672E-6	0.14171	0.70666	2	16252.5685	1109	1550.85409	8	65020.87081	113
CotColor	ss715580770	phavu.Chr02	6637139	9.57861	7.5047E-5	0.01317	18.73475	1.6367E-5	0.432	0.51114	2	14866.10975	1117	1552.01053	8	65433.67537	108
CotColor	ss715580771	phavu.Chr02	6665846	13.55072	1.5326E-6	0.01852	27.04947	2.3583E-7	0.07443	0.78504	2	20826.89604	1114	1536.95845	8	67182.26326	28
CotColor	ss715580772	phavu.Chr02	6708220	6.95119	9.9943E-4	0.0096	13.80049	2.1332E-4	0.11282	0.73702	2	10842.93824	1118	1559.86866	8	64285.69156	182
CotColor	ss715580773	phavu.Chr02	6738583	6.0851	0.01378	0.00423	6.0851	0.01378	NaN	NaN	1	9542.94703	1119	1568.24771	7	71959.182	71
CotColor	ss715580774	phavu.Chr02	6767604	1.80316	0.16526	0.00251	2.52422	0.11239	1.08191	0.2985	2	2833.03554	1118	1571.15282	8	62666.58793	196
CotColor	ss715580776	phavu.Chr02	6849198	0.18902	0.82779	2.6382E-4	0.00296	0.9566	0.37509	0.54037	2	298.15387	1119	1577.33539	8	61901.93125	125
CotColor	ss715580779	phavu.Chr02	6917089	0.62093	0.53763	8.6786E-4	0.00568	0.93992	1.23618	0.26645	2	979.1817	1117	1576.95231	8	61886.25424	123
CotColor	ss715580781	phavu.Chr02	6994835	19.82704	9.3263E-6	0.0136	19.82704	9.3263E-6	NaN	NaN	1	30718.5163	1119	1549.32406	7	74984.26333	192
CotColor	ss715580784	phavu.Chr02	7071117	8.73419	1.7226E-4	0.01206	11.90219	5.8163E-4	5.518	0.019	2	13576.7112	1115	1554.43274	8	64824.12385	310
CotColor	ss715580785	phavu.Chr02	7097380	4.77524	0.00861	0.00662	8.43488	0.00375	1.11474	0.29128	2	7472.39082	1118	1564.81874	8	63639.51358	66
CotColor	ss715580787	phavu.Chr02	7139371	0.81379	0.3672	5.6718E-4	0.81379	0.3672	NaN	NaN	1	1281.97811	1120	1575.31485	7	70843.01719	1
CotColor	ss715580788	phavu.Chr02	7167156	6.86464	0.00109	0.00949	12.13729	5.1336E-4	1.58562	0.20822	2	10703.90253	1117	1559.2815	8	64351.43682	242
CotColor	ss715580789	phavu.Chr02	7243107	9.36096	9.2944E-5	0.01285	17.33431	3.3752E-5	1.3817	0.24006	2	14527.30942	1119	1551.90347	8	65459.22013	246
CotColor	ss715580790	phavu.Chr02	7320074	4.59058	0.03236	0.00319	4.59058	0.03236	NaN	NaN	1	7199.77701	1119	1568.37985	7	71853.29703	76
CotColor	ss715580792	phavu.Chr02	7374320	5.12217	0.02381	0.00356	5.12217	0.02381	NaN	NaN	1	8038.13827	1120	1569.28256	7	71808.18293	72
CotColor	ss715580793	phavu.Chr02	7396867	5.0067	0.02545	0.00349	5.0067	0.02545	NaN	NaN	1	7863.37322	1118	1570.57048	7	71490.87463	72
CotColor	ss715580795	phavu.Chr02	7439327	6.97492	0.00838	0.00484	6.97492	0.00838	NaN	NaN	1	10929.76129	1119	1567.00838	7	72157.29832	83
CotColor	ss715580796	phavu.Chr02	7477081	5.10118	0.0241	0.00355	5.10118	0.0241	NaN	NaN	1	8012.15097	1119	1570.6464	7	71516.5778	72
CotColor	ss715580797	phavu.Chr02	7504231	4.32041	0.01352	0.00602	6.57105	0.0105	2.06351	0.15114	2	6766.60719	1114	1566.1955	8	63120.35316	72
CotColor	ss715580798	phavu.Chr02	7536147	0.59948	0.54927	8.4254E-4	0.36708	0.54473	0.83194	0.36191	2	946.25524	1112	1578.45732	8	61368.66675	374
CotColor	ss715580799	phavu.Chr02	7572396	6.5868	0.0104	0.00457	6.5868	0.0104	NaN	NaN	1	10325.12384	1119	1567.54872	7	72070.92154	72
CotColor	ss715580801	phavu.Chr02	7627267	0.8216	0.43999	0.00115	1.00169	0.31712	0.64183	0.42322	2	1294.03755	1118	1575.02193	8	62178.50025	373
CotColor	ss715580802	phavu.Chr02	7657957	0.85798	0.4243	0.0012	1.49066	0.22237	0.22633	0.63435	2	1349.81624	1115	1573.25614	8	62113.06044	372
CotColor	ss715580803	phavu.Chr02	7687334	2.26767	0.10403	0.00316	3.74123	0.05334	0.79479	0.37285	2	3567.92985	1117	1573.39366	8	62359.99652	99
CotColor	ss715580804	phavu.Chr02	7711214	3.66548	0.05581	0.00255	3.66548	0.05581	NaN	NaN	1	5761.6448	1119	1571.86757	7	71305.57575	100
CotColor	ss715580807	phavu.Chr02	7803900	7.57186	0.00602	0.00525	7.57186	0.00602	NaN	NaN	1	11866.63551	1119	1567.20182	7	72067.21845	71
CotColor	ss715580808	phavu.Chr02	7845924	4.02991	0.04494	0.00281	4.02991	0.04494	NaN	NaN	1	6337.79439	1116	1572.68765	7	71120.13561	99
